	icd9_code	short_title	long_title	icd_level2	level2_title	icd_level4	title
2968	30754	Psychogenic vomiting	Psychogenic vomiting	307	Mental Disorders	3075	Psychogenic vomiting Psychogenic vomiting
2969	30759	Eating disorder NEC	Other disorders of eating	307	Mental Disorders	3075	Eating disorder NEC Other disorders of eating
2970	3076	Enuresis	Enuresis	307	Mental Disorders	3076	Enuresis Enuresis
2971	3077	Encopresis	Encopresis	307	Mental Disorders	3077	Encopresis Encopresis
2972	30780	Psychogenic pain NOS	Psychogenic pain, site unspecified	307	Mental Disorders	3078	Psychogenic pain NOS Psychogenic pain, site unspecified
2973	30781	Tension headache	Tension headache	307	Mental Disorders	3078	Tension headache Tension headache
2974	30789	Psychogenic pain NEC	Other pain disorders related to psychological factors	307	Mental Disorders	3078	Psychogenic pain NEC Other pain disorders related to psychological factors
2975	3079	Special symptom NEC/NOS	Other and unspecified special symptoms or syndromes, not elsewhere classified	307	Mental Disorders	3079	Special symptom NEC/NOS Other and unspecified special symptoms or syndromes, not elsewhere classified
2976	3080	Stress react, emotional	Predominant disturbance of emotions	308	Mental Disorders	3080	Stress react, emotional Predominant disturbance of emotions
2977	3081	Stress reaction, fugue	Predominant disturbance of consciousness	308	Mental Disorders	3081	Stress reaction, fugue Predominant disturbance of consciousness
2978	3082	Stress react, psychomot	Predominant psychomotor disturbance	308	Mental Disorders	3082	Stress react, psychomot Predominant psychomotor disturbance
2979	3083	Acute stress react NEC	Other acute reactions to stress	308	Mental Disorders	3083	Acute stress react NEC Other acute reactions to stress
2980	3084	Stress react, mixed dis	Mixed disorders as reaction to stress	308	Mental Disorders	3084	Stress react, mixed dis Mixed disorders as reaction to stress
2981	3089	Acute stress react NOS	Unspecified acute reaction to stress	308	Mental Disorders	3089	Acute stress react NOS Unspecified acute reaction to stress
2982	3090	Adjustmnt dis w depressn	Adjustment disorder with depressed mood	309	Mental Disorders	3090	Adjustmnt dis w depressn Adjustment disorder with depressed mood
2983	3091	Prolong depressive react	Prolonged depressive reaction	309	Mental Disorders	3091	Prolong depressive react Prolonged depressive reaction
2984	30921	Separation anxiety	Separation anxiety disorder	309	Mental Disorders	3092	Separation anxiety Separation anxiety disorder
2985	30922	Emancipation disorder	Emancipation disorder of adolescence and early adult life	309	Mental Disorders	3092	Emancipation disorder Emancipation disorder of adolescence and early adult life
2986	30923	Academic/work inhibition	Specific academic or work inhibition	309	Mental Disorders	3092	Academic/work inhibition Specific academic or work inhibition
2987	30924	Adjustment dis w anxiety	Adjustment disorder with anxiety	309	Mental Disorders	3092	Adjustment dis w anxiety Adjustment disorder with anxiety
2988	30928	Adjust dis w anxiety/dep	Adjustment disorder with mixed anxiety and depressed mood	309	Mental Disorders	3092	Adjust dis w anxiety/dep Adjustment disorder with mixed anxiety and depressed mood
2989	30929	Adj react-emotion NEC	Other adjustment reactions with predominant disturbance of other emotions	309	Mental Disorders	3092	Adj react-emotion NEC Other adjustment reactions with predominant disturbance of other emotions
2990	3093	Adjust disor/dis conduct	Adjustment disorder with disturbance of conduct	309	Mental Disorders	3093	Adjust disor/dis conduct Adjustment disorder with disturbance of conduct
2991	3094	Adj dis-emotion/conduct	Adjustment disorder with mixed disturbance of emotions and conduct	309	Mental Disorders	3094	Adj dis-emotion/conduct Adjustment disorder with mixed disturbance of emotions and conduct
2992	30981	Posttraumatic stress dis	Posttraumatic stress disorder	309	Mental Disorders	3098	Posttraumatic stress dis Posttraumatic stress disorder
2993	30982	Adjust react-phys sympt	Adjustment reaction with physical symptoms	309	Mental Disorders	3098	Adjust react-phys sympt Adjustment reaction with physical symptoms
2994	30983	Adjust react-withdrawal	Adjustment reaction with withdrawal	309	Mental Disorders	3098	Adjust react-withdrawal Adjustment reaction with withdrawal
2995	30989	Adjustment reaction NEC	Other specified adjustment reactions	309	Mental Disorders	3098	Adjustment reaction NEC Other specified adjustment reactions
2996	3099	Adjustment reaction NOS	Unspecified adjustment reaction	309	Mental Disorders	3099	Adjustment reaction NOS Unspecified adjustment reaction
2997	3100	Frontal lobe syndrome	Frontal lobe syndrome	310	Mental Disorders	3100	Frontal lobe syndrome Frontal lobe syndrome
2998	3101	Personality chg oth dis	Personality change due to conditions classified elsewhere	310	Mental Disorders	3101	Personality chg oth dis Personality change due to conditions classified elsewhere
2999	3102	Postconcussion syndrome	Postconcussion syndrome	310	Mental Disorders	3102	Postconcussion syndrome Postconcussion syndrome
3000	31081	Pseudobulbar affect	Pseudobulbar affect	310	Mental Disorders	3108	Pseudobulbar affect Pseudobulbar affect
3001	31089	Nonpsych mntl disord NEC	Other specified nonpsychotic mental disorders following organic brain damage	310	Mental Disorders	3108	Nonpsych mntl disord NEC Other specified nonpsychotic mental disorders following organic brain damage
3002	3109	Nonpsychot brain syn NOS	Unspecified nonpsychotic mental disorder following organic brain damage	310	Mental Disorders	3109	Nonpsychot brain syn NOS Unspecified nonpsychotic mental disorder following organic brain damage
3003	311	Depressive disorder NEC	Depressive disorder, not elsewhere classified	311	Mental Disorders	311	Depressive disorder NEC Depressive disorder, not elsewhere classified
3004	31200	Unsocial aggress-unspec	Undersocialized conduct disorder, aggressive type, unspecified	312	Mental Disorders	3120	Unsocial aggress-unspec Undersocialized conduct disorder, aggressive type, unspecified
3005	31201	Unsocial aggression-mild	Undersocialized conduct disorder, aggressive type, mild	312	Mental Disorders	3120	Unsocial aggression-mild Undersocialized conduct disorder, aggressive type, mild
3006	31202	Unsocial aggression-mod	Undersocialized conduct disorder, aggressive type, moderate	312	Mental Disorders	3120	Unsocial aggression-mod Undersocialized conduct disorder, aggressive type, moderate
3007	31203	Unsocial aggress-severe	Undersocialized conduct disorder, aggressive type, severe	312	Mental Disorders	3120	Unsocial aggress-severe Undersocialized conduct disorder, aggressive type, severe
3008	31210	Unsocial unaggress-unsp	Undersocialized conduct disorder, unaggressive type, unspecified	312	Mental Disorders	3121	Unsocial unaggress-unsp Undersocialized conduct disorder, unaggressive type, unspecified
3009	31211	Unsocial unaggress-mild	Undersocialized conduct disorder, unaggressive type, mild	312	Mental Disorders	3121	Unsocial unaggress-mild Undersocialized conduct disorder, unaggressive type, mild
3010	31212	Unsocial unaggress-mod	Undersocialized conduct disorder, unaggressive type, moderate	312	Mental Disorders	3121	Unsocial unaggress-mod Undersocialized conduct disorder, unaggressive type, moderate
3011	31213	Unsocial unaggr-severe	Undersocialized conduct disorder, unaggressive type, severe	312	Mental Disorders	3121	Unsocial unaggr-severe Undersocialized conduct disorder, unaggressive type, severe
3012	31220	Social conduct dis-unsp	Socialized conduct disorder, unspecified	312	Mental Disorders	3122	Social conduct dis-unsp Socialized conduct disorder, unspecified
3013	31221	Social conduct dis-mild	Socialized conduct disorder, mild	312	Mental Disorders	3122	Social conduct dis-mild Socialized conduct disorder, mild
3014	31222	Social conduct dis-mod	Socialized conduct disorder, moderate	312	Mental Disorders	3122	Social conduct dis-mod Socialized conduct disorder, moderate
3015	31223	Social conduct dis-sev	Socialized conduct disorder, severe	312	Mental Disorders	3122	Social conduct dis-sev Socialized conduct disorder, severe
3016	31230	Impulse control dis NOS	Impulse control disorder, unspecified	312	Mental Disorders	3123	Impulse control dis NOS Impulse control disorder, unspecified
3017	31231	Pathological gambling	Pathological gambling	312	Mental Disorders	3123	Pathological gambling Pathological gambling
3018	31232	Kleptomania	Kleptomania	312	Mental Disorders	3123	Kleptomania Kleptomania
3019	31233	Pyromania	Pyromania	312	Mental Disorders	3123	Pyromania Pyromania
3020	31234	Intermitt explosive dis	Intermittent explosive disorder	312	Mental Disorders	3123	Intermitt explosive dis Intermittent explosive disorder
3021	31235	Isolated explosive dis	Isolated explosive disorder	312	Mental Disorders	3123	Isolated explosive dis Isolated explosive disorder
3022	31239	Impulse control dis NEC	Other disorders of impulse control	312	Mental Disorders	3123	Impulse control dis NEC Other disorders of impulse control
3023	3124	Mix dis conduct/emotion	Mixed disturbance of conduct and emotions	312	Mental Disorders	3124	Mix dis conduct/emotion Mixed disturbance of conduct and emotions
3024	31281	Cndct dsrdr chldhd onst	Conduct disorder, childhood onset type	312	Mental Disorders	3128	Cndct dsrdr chldhd onst Conduct disorder, childhood onset type
3025	31282	Cndct dsrdr adlscnt onst	Conduct disorder, adolescent onset type	312	Mental Disorders	3128	Cndct dsrdr adlscnt onst Conduct disorder, adolescent onset type
3026	31289	Other conduct disorder	Other conduct disorder	312	Mental Disorders	3128	Other conduct disorder Other conduct disorder
3027	3129	Conduct disturbance NOS	Unspecified disturbance of conduct	312	Mental Disorders	3129	Conduct disturbance NOS Unspecified disturbance of conduct
3028	3130	Overanxious disorder	Overanxious disorder specific to childhood and adolescence	313	Mental Disorders	3130	Overanxious disorder Overanxious disorder specific to childhood and adolescence
3029	3131	Misery & unhappiness dis	Misery and unhappiness disorder specific to childhood and adolescence	313	Mental Disorders	3131	Misery & unhappiness dis Misery and unhappiness disorder specific to childhood and adolescence
3030	31321	Shyness disorder-child	Shyness disorder of childhood	313	Mental Disorders	3132	Shyness disorder-child Shyness disorder of childhood
3031	31322	Introverted dis-child	Introverted disorder of childhood	313	Mental Disorders	3132	Introverted dis-child Introverted disorder of childhood
3032	31323	Selective mutism	Selective mutism	313	Mental Disorders	3132	Selective mutism Selective mutism
3033	3133	Relationship problems	Relationship problems specific to childhood and adolescence	313	Mental Disorders	3133	Relationship problems Relationship problems specific to childhood and adolescence
3034	31381	Opposition defiant disor	Oppositional defiant disorder	313	Mental Disorders	3138	Opposition defiant disor Oppositional defiant disorder
3035	31382	Identity disorder	Identity disorder of childhood or adolescence	313	Mental Disorders	3138	Identity disorder Identity disorder of childhood or adolescence
3036	31383	Academic underachievment	Academic underachievement disorder of childhood or adolescence	313	Mental Disorders	3138	Academic underachievment Academic underachievement disorder of childhood or adolescence
3037	31389	Emotional dis child NEC	Other emotional disturbances of childhood or adolescence	313	Mental Disorders	3138	Emotional dis child NEC Other emotional disturbances of childhood or adolescence
3038	3139	Emotional dis child NOS	Unspecified emotional disturbance of childhood or adolescence	313	Mental Disorders	3139	Emotional dis child NOS Unspecified emotional disturbance of childhood or adolescence
3039	31400	Attn defic nonhyperact	Attention deficit disorder without mention of hyperactivity	314	Mental Disorders	3140	Attn defic nonhyperact Attention deficit disorder without mention of hyperactivity
3040	31401	Attn deficit w hyperact	Attention deficit disorder with hyperactivity	314	Mental Disorders	3140	Attn deficit w hyperact Attention deficit disorder with hyperactivity
3041	3141	Hyperkinet w devel delay	Hyperkinesis with developmental delay	314	Mental Disorders	3141	Hyperkinet w devel delay Hyperkinesis with developmental delay
3042	3142	Hyperkinetic conduct dis	Hyperkinetic conduct disorder	314	Mental Disorders	3142	Hyperkinetic conduct dis Hyperkinetic conduct disorder
3043	3148	Other hyperkinetic synd	Other specified manifestations of hyperkinetic syndrome	314	Mental Disorders	3148	Other hyperkinetic synd Other specified manifestations of hyperkinetic syndrome
3044	3149	Hyperkinetic synd NOS	Unspecified hyperkinetic syndrome	314	Mental Disorders	3149	Hyperkinetic synd NOS Unspecified hyperkinetic syndrome
3045	31500	Reading disorder NOS	Developmental reading disorder, unspecified	315	Mental Disorders	3150	Reading disorder NOS Developmental reading disorder, unspecified
3046	31501	Alexia	Alexia	315	Mental Disorders	3150	Alexia Alexia
3047	31502	Developmental dyslexia	Developmental dyslexia	315	Mental Disorders	3150	Developmental dyslexia Developmental dyslexia
3048	31509	Reading disorder NEC	Other specific developmental reading disorder	315	Mental Disorders	3150	Reading disorder NEC Other specific developmental reading disorder
3049	3151	Mathematics disorder	Mathematics disorder	315	Mental Disorders	3151	Mathematics disorder Mathematics disorder
3050	3152	Oth learning difficulty	Other specific developmental learning difficulties	315	Mental Disorders	3152	Oth learning difficulty Other specific developmental learning difficulties
3051	31531	Expressive language dis	Expressive language disorder	315	Mental Disorders	3153	Expressive language dis Expressive language disorder
3052	31532	Recp-expres language dis	Mixed receptive-expressive language disorder	315	Mental Disorders	3153	Recp-expres language dis Mixed receptive-expressive language disorder
3053	31534	Speech del d/t hear loss	Speech and language developmental delay due to hearing loss	315	Mental Disorders	3153	Speech del d/t hear loss Speech and language developmental delay due to hearing loss
3054	31535	Chldhd onset flncy disor	Childhood onset fluency disorder	315	Mental Disorders	3153	Chldhd onset flncy disor Childhood onset fluency disorder
3055	31539	Speech/language dis NEC	Other developmental speech or language disorder	315	Mental Disorders	3153	Speech/language dis NEC Other developmental speech or language disorder
3056	3154	Devel coordination dis	Developmental coordination disorder	315	Mental Disorders	3154	Devel coordination dis Developmental coordination disorder
3057	3155	Mixed development dis	Mixed development disorder	315	Mental Disorders	3155	Mixed development dis Mixed development disorder
3058	3158	Development delays NEC	Other specified delays in development	315	Mental Disorders	3158	Development delays NEC Other specified delays in development
3059	3159	Development delay NOS	Unspecified delay in development	315	Mental Disorders	3159	Development delay NOS Unspecified delay in development
3060	316	Psychic factor w oth dis	Psychic factors associated with diseases classified elsewhere	316	Mental Disorders	316	Psychic factor w oth dis Psychic factors associated with diseases classified elsewhere
3061	317	Mild intellect disabilty	Mild intellectual disabilities	317	Mental Disorders	317	Mild intellect disabilty Mild intellectual disabilities
3062	3180	Mod intellect disability	Moderate intellectual disabilities	318	Mental Disorders	3180	Mod intellect disability Moderate intellectual disabilities
3063	3181	Sev intellect disability	Severe intellectual disabilities	318	Mental Disorders	3181	Sev intellect disability Severe intellectual disabilities
3064	3182	Profnd intellct disablty	Profound intellectual disabilities	318	Mental Disorders	3182	Profnd intellct disablty Profound intellectual disabilities
3065	319	Intellect disability NOS	Unspecified intellectual disabilities	319	Mental Disorders	319	Intellect disability NOS Unspecified intellectual disabilities
3066	3200	Hemophilus meningitis	Hemophilus meningitis	320	Diseases Of The Nervous System And Sense Organs	3200	Hemophilus meningitis Hemophilus meningitis
3067	3201	Pneumococcal meningitis	Pneumococcal meningitis	320	Diseases Of The Nervous System And Sense Organs	3201	Pneumococcal meningitis Pneumococcal meningitis
3068	3202	Streptococcal meningitis	Streptococcal meningitis	320	Diseases Of The Nervous System And Sense Organs	3202	Streptococcal meningitis Streptococcal meningitis
3069	3203	Staphylococc meningitis	Staphylococcal meningitis	320	Diseases Of The Nervous System And Sense Organs	3203	Staphylococc meningitis Staphylococcal meningitis
3070	3207	Mening in oth bact dis	Meningitis in other bacterial diseases classified elsewhere	320	Diseases Of The Nervous System And Sense Organs	3207	Mening in oth bact dis Meningitis in other bacterial diseases classified elsewhere
3071	32081	Anaerobic meningitis	Anaerobic meningitis	320	Diseases Of The Nervous System And Sense Organs	3208	Anaerobic meningitis Anaerobic meningitis
3072	32082	Mningts gram-neg bct NEC	Meningitis due to gram-negative bacteria, not elsewhere classified	320	Diseases Of The Nervous System And Sense Organs	3208	Mningts gram-neg bct NEC Meningitis due to gram-negative bacteria, not elsewhere classified
3073	32089	Meningitis oth spcf bact	Meningitis due to other specified bacteria	320	Diseases Of The Nervous System And Sense Organs	3208	Meningitis oth spcf bact Meningitis due to other specified bacteria
3074	3209	Bacterial meningitis NOS	Meningitis due to unspecified bacterium	320	Diseases Of The Nervous System And Sense Organs	3209	Bacterial meningitis NOS Meningitis due to unspecified bacterium
3075	3210	Cryptococcal meningitis	Cryptococcal meningitis	321	Diseases Of The Nervous System And Sense Organs	3210	Cryptococcal meningitis Cryptococcal meningitis
3076	3211	Mening in oth fungal dis	Meningitis in other fungal diseases	321	Diseases Of The Nervous System And Sense Organs	3211	Mening in oth fungal dis Meningitis in other fungal diseases
3077	3212	Mening in oth viral dis	Meningitis due to viruses not elsewhere classified	321	Diseases Of The Nervous System And Sense Organs	3212	Mening in oth viral dis Meningitis due to viruses not elsewhere classified
3078	3213	Trypanosomiasis meningit	Meningitis due to trypanosomiasis	321	Diseases Of The Nervous System And Sense Organs	3213	Trypanosomiasis meningit Meningitis due to trypanosomiasis
3079	3214	Meningit d/t sarcoidosis	Meningitis in sarcoidosis	321	Diseases Of The Nervous System And Sense Organs	3214	Meningit d/t sarcoidosis Meningitis in sarcoidosis
3080	3218	Mening in oth nonbac dis	Meningitis due to other nonbacterial organisms classified elsewhere	321	Diseases Of The Nervous System And Sense Organs	3218	Mening in oth nonbac dis Meningitis due to other nonbacterial organisms classified elsewhere
3081	3220	Nonpyogenic meningitis	Nonpyogenic meningitis	322	Diseases Of The Nervous System And Sense Organs	3220	Nonpyogenic meningitis Nonpyogenic meningitis
3082	3221	Eosinophilic meningitis	Eosinophilic meningitis	322	Diseases Of The Nervous System And Sense Organs	3221	Eosinophilic meningitis Eosinophilic meningitis
3083	3222	Chronic meningitis	Chronic meningitis	322	Diseases Of The Nervous System And Sense Organs	3222	Chronic meningitis Chronic meningitis
3084	3229	Meningitis NOS	Meningitis, unspecified	322	Diseases Of The Nervous System And Sense Organs	3229	Meningitis NOS Meningitis, unspecified
3085	32301	Enceph/encephmye oth dis	Encephalitis and encephalomyelitis in viral diseases classified elsewhere	323	Diseases Of The Nervous System And Sense Organs	3230	Enceph/encephmye oth dis Encephalitis and encephalomyelitis in viral diseases classified elsewhere
3086	32302	Myelitis-oth viral dis	Myelitis in viral diseases classified elsewhere	323	Diseases Of The Nervous System And Sense Organs	3230	Myelitis-oth viral dis Myelitis in viral diseases classified elsewhere
3087	3231	Rickettsial encephalitis	Encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere	323	Diseases Of The Nervous System And Sense Organs	3231	Rickettsial encephalitis Encephalitis, myelitis, and encephalomyelitis in rickettsial diseases classified elsewhere
3088	3232	Protozoal encephalitis	Encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere	323	Diseases Of The Nervous System And Sense Organs	3232	Protozoal encephalitis Encephalitis, myelitis, and encephalomyelitis in protozoal diseases classified elsewhere
3089	32341	Ot encph/mye ot inf else	Other encephalitis and encephalomyelitis due to other infections classified elsewhere	323	Diseases Of The Nervous System And Sense Organs	3234	Ot encph/mye ot inf else Other encephalitis and encephalomyelitis due to other infections classified elsewhere
3090	32342	Oth myelitis ot inf else	Other myelitis due to other infections classified elsewhere	323	Diseases Of The Nervous System And Sense Organs	3234	Oth myelitis ot inf else Other myelitis due to other infections classified elsewhere
3091	32351	Enceph/myel folwg immune	Encephalitis and encephalomyelitis following immunization procedures	323	Diseases Of The Nervous System And Sense Organs	3235	Enceph/myel folwg immune Encephalitis and encephalomyelitis following immunization procedures
3092	32352	Myelitis follwg immune	Myelitis following immunization procedures	323	Diseases Of The Nervous System And Sense Organs	3235	Myelitis follwg immune Myelitis following immunization procedures
3093	32361	Inf ac dis encephalomyel	Infectious acute disseminated encephalomyelitis (ADEM)	323	Diseases Of The Nervous System And Sense Organs	3236	Inf ac dis encephalomyel Infectious acute disseminated encephalomyelitis (ADEM)
3094	32362	Postinf encephalitis NEC	Other postinfectious encephalitis and encephalomyelitis	323	Diseases Of The Nervous System And Sense Organs	3236	Postinf encephalitis NEC Other postinfectious encephalitis and encephalomyelitis
3095	32363	Postinfectious myelitis	Postinfectious myelitis	323	Diseases Of The Nervous System And Sense Organs	3236	Postinfectious myelitis Postinfectious myelitis
3096	32371	Toxic encph & encephlomy	Toxic encephalitis and encephalomyelitis	323	Diseases Of The Nervous System And Sense Organs	3237	Toxic encph & encephlomy Toxic encephalitis and encephalomyelitis
3097	32372	Toxic myelitis	Toxic myelitis	323	Diseases Of The Nervous System And Sense Organs	3237	Toxic myelitis Toxic myelitis
3098	32381	Enceph & encephlalo NEC	Other causes of encephalitis and encephalomyelitis	323	Diseases Of The Nervous System And Sense Organs	3238	Enceph & encephlalo NEC Other causes of encephalitis and encephalomyelitis
3099	32382	Myelitis cause NEC	Other causes of myelitis	323	Diseases Of The Nervous System And Sense Organs	3238	Myelitis cause NEC Other causes of myelitis
3100	3239	Encephalitis NOS	Unspecified causes of encephalitis, myelitis, and encephalomyelitis	323	Diseases Of The Nervous System And Sense Organs	3239	Encephalitis NOS Unspecified causes of encephalitis, myelitis, and encephalomyelitis
3101	3240	Intracranial abscess	Intracranial abscess	324	Diseases Of The Nervous System And Sense Organs	3240	Intracranial abscess Intracranial abscess
3102	3241	Intraspinal abscess	Intraspinal abscess	324	Diseases Of The Nervous System And Sense Organs	3241	Intraspinal abscess Intraspinal abscess
3103	3249	Cns abscess NOS	Intracranial and intraspinal abscess of unspecified site	324	Diseases Of The Nervous System And Sense Organs	3249	Cns abscess NOS Intracranial and intraspinal abscess of unspecified site
3104	325	Phlebitis intrcran sinus	Phlebitis and thrombophlebitis of intracranial venous sinuses	325	Diseases Of The Nervous System And Sense Organs	325	Phlebitis intrcran sinus Phlebitis and thrombophlebitis of intracranial venous sinuses
3105	326	Late eff cns abscess	Late effects of intracranial abscess or pyogenic infection	326	Diseases Of The Nervous System And Sense Organs	326	Late eff cns abscess Late effects of intracranial abscess or pyogenic infection
3106	32700	Organic insomnia NOS	Organic insomnia, unspecified	327	Diseases Of The Nervous System And Sense Organs	3270	Organic insomnia NOS Organic insomnia, unspecified
3107	32701	Insomnia in other dis	Insomnia due to medical condition classified elsewhere	327	Diseases Of The Nervous System And Sense Organs	3270	Insomnia in other dis Insomnia due to medical condition classified elsewhere
3108	32702	Insomnia dt mental disor	Insomnia due to mental disorder	327	Diseases Of The Nervous System And Sense Organs	3270	Insomnia dt mental disor Insomnia due to mental disorder
3109	32709	Organic insomnia NEC	Other organic insomnia	327	Diseases Of The Nervous System And Sense Organs	3270	Organic insomnia NEC Other organic insomnia
3110	32710	Organic hypersomnia NOS	Organic hypersomnia, unspecified	327	Diseases Of The Nervous System And Sense Organs	3271	Organic hypersomnia NOS Organic hypersomnia, unspecified
3111	32711	Idio hypersom-long sleep	Idiopathic hypersomnia with long sleep time	327	Diseases Of The Nervous System And Sense Organs	3271	Idio hypersom-long sleep Idiopathic hypersomnia with long sleep time
3112	32712	Idio hypersom-no lng slp	Idiopathic hypersomnia without long sleep time	327	Diseases Of The Nervous System And Sense Organs	3271	Idio hypersom-no lng slp Idiopathic hypersomnia without long sleep time
3113	32713	Recurrent hypersomnia	Recurrent hypersomnia	327	Diseases Of The Nervous System And Sense Organs	3271	Recurrent hypersomnia Recurrent hypersomnia
3114	32714	Hypersomnia in other dis	Hypersomnia due to medical condition classified elsewhere	327	Diseases Of The Nervous System And Sense Organs	3271	Hypersomnia in other dis Hypersomnia due to medical condition classified elsewhere
3115	32715	Hypersom dt mental disor	Hypersomnia due to mental disorder	327	Diseases Of The Nervous System And Sense Organs	3271	Hypersom dt mental disor Hypersomnia due to mental disorder
3116	32719	Organic hypersomnia NEC	Other organic hypersomnia	327	Diseases Of The Nervous System And Sense Organs	3271	Organic hypersomnia NEC Other organic hypersomnia
3117	32720	Organic sleep apnea NOS	Organic sleep apnea, unspecified	327	Diseases Of The Nervous System And Sense Organs	3272	Organic sleep apnea NOS Organic sleep apnea, unspecified
3118	32721	Prim central sleep apnea	Primary central sleep apnea	327	Diseases Of The Nervous System And Sense Organs	3272	Prim central sleep apnea Primary central sleep apnea
3119	32722	High altitude breathing	High altitude periodic breathing	327	Diseases Of The Nervous System And Sense Organs	3272	High altitude breathing High altitude periodic breathing
3120	32723	Obstructive sleep apnea	Obstructive sleep apnea (adult)(pediatric)	327	Diseases Of The Nervous System And Sense Organs	3272	Obstructive sleep apnea Obstructive sleep apnea (adult)(pediatric)
3121	32724	Idiopath sleep hypovent	Idiopathic sleep related non-obstructive alveolar hypoventilation	327	Diseases Of The Nervous System And Sense Organs	3272	Idiopath sleep hypovent Idiopathic sleep related non-obstructive alveolar hypoventilation
3122	32725	Cong cntrl hypovent synd	Congenital central alveolar hypoventilation syndrome	327	Diseases Of The Nervous System And Sense Organs	3272	Cong cntrl hypovent synd Congenital central alveolar hypoventilation syndrome
3123	32726	Sleep hypovent oth dis	Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere	327	Diseases Of The Nervous System And Sense Organs	3272	Sleep hypovent oth dis Sleep related hypoventilation/hypoxemia in conditions classifiable elsewhere
3124	32727	Cntrl sleep apnea ot dis	Central sleep apnea in conditions classified elsewhere	327	Diseases Of The Nervous System And Sense Organs	3272	Cntrl sleep apnea ot dis Central sleep apnea in conditions classified elsewhere
3125	32729	Organic sleep apnea NEC	Other organic sleep apnea	327	Diseases Of The Nervous System And Sense Organs	3272	Organic sleep apnea NEC Other organic sleep apnea
3126	32730	Circadian rhym sleep NOS	Circadian rhythm sleep disorder, unspecified	327	Diseases Of The Nervous System And Sense Organs	3273	Circadian rhym sleep NOS Circadian rhythm sleep disorder, unspecified
3127	32731	Circadian rhy-delay slp	Circadian rhythm sleep disorder, delayed sleep phase type	327	Diseases Of The Nervous System And Sense Organs	3273	Circadian rhy-delay slp Circadian rhythm sleep disorder, delayed sleep phase type
3128	32732	Circadian rhy-advc sleep	Circadian rhythm sleep disorder, advanced sleep phase type	327	Diseases Of The Nervous System And Sense Organs	3273	Circadian rhy-advc sleep Circadian rhythm sleep disorder, advanced sleep phase type
3129	28319	Oth nonauto hem anemia	Other non-autoimmune hemolytic anemias	283	Diseases Of The Blood And Blood-Forming Organs	2831	Oth nonauto hem anemia Other non-autoimmune hemolytic anemias
3130	36482	Plateau iris syndrome	Plateau iris syndrome	364	Diseases Of The Nervous System And Sense Organs	3648	Plateau iris syndrome Plateau iris syndrome
3131	36489	Iris/ciliary disord NEC	Other disorders of iris and ciliary body	364	Diseases Of The Nervous System And Sense Organs	3648	Iris/ciliary disord NEC Other disorders of iris and ciliary body
3132	3649	Iris/ciliary dis NOS	Unspecified disorder of iris and ciliary body	364	Diseases Of The Nervous System And Sense Organs	3649	Iris/ciliary dis NOS Unspecified disorder of iris and ciliary body
3133	28409	Const aplastc anemia NEC	Other constitutional aplastic anemia	284	Diseases Of The Blood And Blood-Forming Organs	2840	Const aplastc anemia NEC Other constitutional aplastic anemia
3134	28411	Antin chemo indcd pancyt	Antineoplastic chemotherapy induced pancytopenia	284	Diseases Of The Blood And Blood-Forming Organs	2841	Antin chemo indcd pancyt Antineoplastic chemotherapy induced pancytopenia
3135	28412	Oth drg indcd pancytopna	Other drug-induced pancytopenia	284	Diseases Of The Blood And Blood-Forming Organs	2841	Oth drg indcd pancytopna Other drug-induced pancytopenia
3136	28419	Other pancytopenia	Other pancytopenia	284	Diseases Of The Blood And Blood-Forming Organs	2841	Other pancytopenia Other pancytopenia
3137	2842	Myelophthisis	Myelophthisis	284	Diseases Of The Blood And Blood-Forming Organs	2842	Myelophthisis Myelophthisis
3138	28481	Red cell aplasia	Red cell aplasia (acquired)(adult)(with thymoma)	284	Diseases Of The Blood And Blood-Forming Organs	2848	Red cell aplasia Red cell aplasia (acquired)(adult)(with thymoma)
3139	28489	Aplastic anemias NEC	Other specified aplastic anemias	284	Diseases Of The Blood And Blood-Forming Organs	2848	Aplastic anemias NEC Other specified aplastic anemias
3140	2849	Aplastic anemia NOS	Aplastic anemia, unspecified	284	Diseases Of The Blood And Blood-Forming Organs	2849	Aplastic anemia NOS Aplastic anemia, unspecified
3141	2850	Sideroblastic anemia	Sideroblastic anemia	285	Diseases Of The Blood And Blood-Forming Organs	2850	Sideroblastic anemia Sideroblastic anemia
3142	2851	Ac posthemorrhag anemia	Acute posthemorrhagic anemia	285	Diseases Of The Blood And Blood-Forming Organs	2851	Ac posthemorrhag anemia Acute posthemorrhagic anemia
3143	28521	Anemia in chr kidney dis	Anemia in chronic kidney disease	285	Diseases Of The Blood And Blood-Forming Organs	2852	Anemia in chr kidney dis Anemia in chronic kidney disease
3144	28522	Anemia in neoplastic dis	Anemia in neoplastic disease	285	Diseases Of The Blood And Blood-Forming Organs	2852	Anemia in neoplastic dis Anemia in neoplastic disease
3145	28529	Anemia-other chronic dis	Anemia of other chronic disease	285	Diseases Of The Blood And Blood-Forming Organs	2852	Anemia-other chronic dis Anemia of other chronic disease
